timestamp,balance,pnl,cumulative_pnl,trade_id
2025-09-14 14:22:17.630751,0.0,0.0,0.0,1
2025-09-14 14:23:23.722446,0.0,0.0,0.0,2
2025-09-14 14:24:29.824301,0.0,0.0,0.0,3
2025-09-14 14:25:35.903253,0.0,0.0,0.0,4
2025-09-14 14:26:41.989500,0.0,0.0,0.0,5
2025-09-14 14:27:48.095277,0.0,0.0,0.0,6
2025-09-14 14:28:54.197213,0.0,0.0,0.0,7
2025-09-14 14:30:00.429845,0.0,0.0,0.0,8
2025-09-14 14:31:06.542749,0.0,0.0,0.0,9
2025-09-14 14:32:12.623922,0.0,0.0,0.0,10
2025-09-14 14:33:18.714237,0.0,0.0,0.0,11
2025-09-14 14:34:24.955879,0.0,0.0,0.0,12
2025-09-14 14:35:31.041740,0.0,0.0,0.0,13
2025-09-14 14:36:37.138923,0.0,0.0,0.0,14
2025-09-14 14:37:43.227026,0.0,0.0,0.0,15
2025-09-14 14:38:49.315567,0.0,0.0,0.0,16
2025-09-14 14:39:55.398497,0.0,0.0,0.0,17
2025-09-14 14:41:01.469123,0.0,0.0,0.0,18
2025-09-14 14:42:07.698782,0.0,0.0,0.0,19
2025-09-14 14:43:13.775238,0.0,0.0,0.0,20
2025-09-14 14:44:19.854136,0.0,0.0,0.0,21
2025-09-14 14:45:25.933467,0.0,0.0,0.0,22
2025-09-14 14:46:32.006559,0.0,0.0,0.0,23
2025-09-14 14:47:38.079418,0.0,0.0,0.0,24
2025-09-14 14:48:44.162525,0.0,0.0,0.0,25
2025-09-14 14:49:50.245775,0.0,0.0,0.0,26
2025-09-14 14:50:56.323179,0.0,0.0,0.0,27
2025-09-14 14:52:02.864953,0.0,0.0,0.0,28
2025-09-14 14:53:09.088702,0.0,0.0,0.0,29
2025-09-14 14:54:15.323521,0.0,0.0,0.0,30
2025-09-14 14:55:21.573826,0.0,0.0,0.0,31
2025-09-14 14:56:27.646502,0.0,0.0,0.0,32
2025-09-14 14:57:33.731522,0.0,0.0,0.0,33
2025-09-14 14:58:40.112859,0.0,0.0,0.0,34
2025-09-14 14:59:46.206597,0.0,0.0,0.0,35
2025-09-14 15:00:52.288053,0.0,0.0,0.0,36
2025-09-14 15:01:58.369210,0.0,0.0,0.0,37
2025-09-14 15:03:04.447170,0.0,0.0,0.0,38
2025-09-14 15:04:10.699092,0.0,0.0,0.0,39
2025-09-14 15:05:17.096696,0.0,0.0,0.0,40
2025-09-14 15:06:23.330660,0.0,0.0,0.0,41
2025-09-14 15:07:29.428550,0.0,0.0,0.0,42
2025-09-14 15:08:35.508704,0.0,0.0,0.0,43
2025-09-14 15:09:41.580696,0.0,0.0,0.0,44
2025-09-14 15:10:48.124028,0.0,0.0,0.0,45
2025-09-14 15:11:54.198272,0.0,0.0,0.0,46
2025-09-14 15:13:00.282960,0.0,0.0,0.0,47
2025-09-14 15:14:06.360589,0.0,0.0,0.0,48
2025-09-14 15:15:12.439787,0.0,0.0,0.0,49
2025-09-14 15:16:18.523117,0.0,0.0,0.0,50
2025-09-14 15:17:24.600097,0.0,0.0,0.0,51
2025-09-14 15:18:30.649314,0.0,0.0,0.0,52
