id,symbol,entry_price,exit_price,size,direction,pnl,net_pnl,fees,slippage,roi,position_value,duration,timestamp,entry_time,exit_time
1,UNKNOWN,0.0,3.8842,1.415993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-05 08:41:44.111417,2025-09-05 08:41:44.111417,2025-09-05 08:41:44.111417
2,UNKNOWN,0.0,3.8842,1.415993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-05 08:42:50.355364,2025-09-05 08:42:50.355364,2025-09-05 08:42:50.355364
3,UNKNOWN,0.0,3.8842,1.415993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-05 08:43:56.739369,2025-09-05 08:43:56.739369,2025-09-05 08:43:56.739369
4,UNKNOWN,0.0,3.8842,1.415993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-05 08:45:02.805040,2025-09-05 08:45:02.805040,2025-09-05 08:45:02.805040
5,UNKNOWN,0.0,3.8842,1.415993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-05 08:46:09.426021,2025-09-05 08:46:09.426021,2025-09-05 08:46:09.426021
6,UNKNOWN,0.0,3.8842,1.415993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-05 08:47:15.480744,2025-09-05 08:47:15.480744,2025-09-05 08:47:15.480744
7,UNKNOWN,0.0,3.8842,1.415993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-05 08:48:22.089277,2025-09-05 08:48:22.089277,2025-09-05 08:48:22.089277
8,UNKNOWN,0.0,3.8842,1.415993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-05 08:49:28.151834,2025-09-05 08:49:28.151834,2025-09-05 08:49:28.151834
9,UNKNOWN,0.0,3.8842,1.415993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-05 08:50:34.211661,2025-09-05 08:50:34.211661,2025-09-05 08:50:34.211661
10,UNKNOWN,0.0,3.8842,1.415993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-05 08:51:40.996810,2025-09-05 08:51:40.996810,2025-09-05 08:51:40.996810
11,UNKNOWN,0.0,3.8842,1.415993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-05 08:52:47.059400,2025-09-05 08:52:47.059400,2025-09-05 08:52:47.059400
12,UNKNOWN,0.0,3.8842,1.415993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-05 08:53:53.311079,2025-09-05 08:53:53.311079,2025-09-05 08:53:53.311079
13,UNKNOWN,0.0,3.8842,1.415993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-05 08:54:59.366669,2025-09-05 08:54:59.366669,2025-09-05 08:54:59.366669
14,UNKNOWN,0.0,3.8842,1.415993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-05 08:56:05.604069,2025-09-05 08:56:05.604069,2025-09-05 08:56:05.604069
15,UNKNOWN,0.0,3.8842,1.415993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-05 08:57:12.032284,2025-09-05 08:57:12.032284,2025-09-05 08:57:12.032284
16,UNKNOWN,0.0,3.8842,1.415993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-05 08:58:18.271741,2025-09-05 08:58:18.271741,2025-09-05 08:58:18.271741
17,UNKNOWN,0.0,3.8842,1.415993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-05 08:59:24.333987,2025-09-05 08:59:24.333987,2025-09-05 08:59:24.333987
18,UNKNOWN,0.0,3.8842,1.415993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-05 09:00:30.758166,2025-09-05 09:00:30.758166,2025-09-05 09:00:30.758166
19,UNKNOWN,0.0,3.8842,1.415993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-05 09:01:37.184159,2025-09-05 09:01:37.184159,2025-09-05 09:01:37.184159
20,UNKNOWN,0.0,3.8842,1.415993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-05 09:02:43.434582,2025-09-05 09:02:43.434582,2025-09-05 09:02:43.434582
21,UNKNOWN,0.0,3.8842,1.415993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-05 09:03:49.680295,2025-09-05 09:03:49.680295,2025-09-05 09:03:49.680295
22,UNKNOWN,0.0,3.8842,1.415993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-05 09:04:56.098992,2025-09-05 09:04:56.098992,2025-09-05 09:04:56.098992
23,UNKNOWN,0.0,3.8842,1.415993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-05 09:06:02.336239,2025-09-05 09:06:02.336239,2025-09-05 09:06:02.336239
24,UNKNOWN,0.0,3.8842,1.415993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-05 09:07:08.752282,2025-09-05 09:07:08.752282,2025-09-05 09:07:08.752282
25,UNKNOWN,0.0,3.8842,1.415993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-05 09:08:14.997415,2025-09-05 09:08:14.997415,2025-09-05 09:08:14.997415
26,UNKNOWN,0.0,3.8842,1.415993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-05 09:09:21.251402,2025-09-05 09:09:21.251402,2025-09-05 09:09:21.251402
27,UNKNOWN,0.0,3.8842,1.415993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-05 09:10:27.322737,2025-09-05 09:10:27.322737,2025-09-05 09:10:27.322737
28,UNKNOWN,0.0,3.8842,1.415993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-05 09:11:33.385014,2025-09-05 09:11:33.385014,2025-09-05 09:11:33.385014
29,UNKNOWN,0.0,3.8842,1.415993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-05 09:12:39.621818,2025-09-05 09:12:39.621818,2025-09-05 09:12:39.621818
30,UNKNOWN,0.0,3.8842,1.415993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-05 09:13:45.861253,2025-09-05 09:13:45.861253,2025-09-05 09:13:45.861253
31,UNKNOWN,0.0,3.8842,1.415993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-05 09:14:51.922118,2025-09-05 09:14:51.922118,2025-09-05 09:14:51.922118
32,UNKNOWN,0.0,3.8842,1.415993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-05 09:15:57.980585,2025-09-05 09:15:57.980585,2025-09-05 09:15:57.980585
33,UNKNOWN,0.0,3.8842,1.415993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-05 09:17:04.220915,2025-09-05 09:17:04.220915,2025-09-05 09:17:04.220915
34,UNKNOWN,0.0,3.8842,1.415993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-05 09:18:10.644089,2025-09-05 09:18:10.644089,2025-09-05 09:18:10.644089
35,UNKNOWN,0.0,3.8842,1.415993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-05 09:19:16.703811,2025-09-05 09:19:16.703811,2025-09-05 09:19:16.703811
