timestamp,balance,pnl,cumulative_pnl,trade_id
2025-09-04 17:19:56.590288,0.0,0.0,0.0,1
2025-09-04 17:19:59.330560,0.0,0.0,0.0,2
2025-09-04 17:21:02.943117,0.0,0.0,0.0,3
2025-09-04 17:21:05.520987,0.0,0.0,0.0,4
2025-09-04 17:22:09.170436,0.0,0.0,0.0,5
2025-09-04 17:22:11.757673,0.0,0.0,0.0,6
2025-09-04 17:23:15.364815,0.0,0.0,0.0,7
2025-09-04 17:23:17.928123,0.0,0.0,0.0,8
2025-09-04 17:24:21.532266,0.0,0.0,0.0,9
2025-09-04 17:24:24.106376,0.0,0.0,0.0,10
2025-09-04 17:25:27.704828,0.0,0.0,0.0,11
2025-09-04 17:25:30.293136,0.0,0.0,0.0,12
2025-09-04 17:26:33.904355,0.0,0.0,0.0,13
2025-09-04 17:26:36.479320,0.0,0.0,0.0,14
2025-09-04 17:27:40.068827,0.0,0.0,0.0,15
2025-09-04 17:27:42.672596,0.0,0.0,0.0,16
2025-09-04 17:28:46.342518,0.0,0.0,0.0,17
2025-09-04 17:28:48.917899,0.0,0.0,0.0,18
2025-09-04 17:29:52.495068,0.0,0.0,0.0,19
2025-09-04 17:29:55.054143,0.0,0.0,0.0,20
2025-09-04 17:30:58.618119,0.0,0.0,0.0,21
2025-09-04 17:31:01.178451,0.0,0.0,0.0,22
2025-09-04 17:32:04.755400,0.0,0.0,0.0,23
2025-09-04 17:32:07.318430,0.0,0.0,0.0,24
2025-09-04 17:33:10.892395,0.0,0.0,0.0,25
2025-09-04 17:33:13.467344,0.0,0.0,0.0,26
2025-09-04 17:34:17.058695,0.0,0.0,0.0,27
2025-09-04 17:34:19.618091,0.0,0.0,0.0,28
2025-09-04 17:35:23.197450,0.0,0.0,0.0,29
2025-09-04 17:35:25.752858,0.0,0.0,0.0,30
2025-09-04 17:36:29.311298,0.0,0.0,0.0,31
2025-09-04 17:36:31.884714,0.0,0.0,0.0,32
2025-09-04 17:37:35.474298,0.0,0.0,0.0,33
2025-09-04 17:37:38.051024,0.0,0.0,0.0,34
2025-09-04 17:38:41.640932,0.0,0.0,0.0,35
2025-09-04 17:38:44.219774,0.0,0.0,0.0,36
2025-09-04 17:39:47.817889,0.0,0.0,0.0,37
2025-09-04 17:39:50.408315,0.0,0.0,0.0,38
2025-09-04 17:40:54.000284,0.0,0.0,0.0,39
2025-09-04 17:40:56.576348,0.0,0.0,0.0,40
2025-09-04 17:42:02.714166,0.0,0.0,0.0,41
2025-09-04 17:43:06.282190,0.0,0.0,0.0,42
2025-09-04 17:43:08.839694,0.0,0.0,0.0,43
2025-09-04 17:44:12.414917,0.0,0.0,0.0,44
2025-09-04 17:44:14.995140,0.0,0.0,0.0,45
2025-09-04 17:45:18.590225,0.0,0.0,0.0,46
2025-09-04 17:45:21.151769,0.0,0.0,0.0,47
2025-09-04 17:46:24.742444,0.0,0.0,0.0,48
2025-09-04 17:46:27.310246,0.0,0.0,0.0,49
2025-09-04 17:47:30.883631,0.0,0.0,0.0,50
2025-09-04 17:47:33.440519,0.0,0.0,0.0,51
2025-09-04 17:48:37.012082,0.0,0.0,0.0,52
2025-09-04 17:48:39.581482,0.0,0.0,0.0,53
2025-09-04 17:49:43.168218,0.0,0.0,0.0,54
2025-09-04 17:49:45.728135,0.0,0.0,0.0,55
2025-09-04 17:50:49.293126,0.0,0.0,0.0,56
2025-09-04 17:50:51.847784,0.0,0.0,0.0,57
2025-09-04 17:51:55.431733,0.0,0.0,0.0,58
2025-09-04 17:51:58.000377,0.0,0.0,0.0,59
2025-09-04 17:53:01.595578,0.0,0.0,0.0,60
2025-09-04 17:53:04.175183,0.0,0.0,0.0,61
2025-09-04 17:54:07.773340,0.0,0.0,0.0,62
2025-09-04 17:54:10.344618,0.0,0.0,0.0,63
2025-09-04 17:55:13.941524,0.0,0.0,0.0,64
2025-09-04 17:55:16.520587,0.0,0.0,0.0,65
2025-09-04 17:56:20.119994,0.0,0.0,0.0,66
2025-09-04 17:56:23.196348,0.0,0.0,0.0,67
2025-09-04 17:57:26.794910,0.0,0.0,0.0,68
2025-09-04 17:57:29.352463,0.0,0.0,0.0,69
2025-09-04 17:58:32.938809,0.0,0.0,0.0,70
2025-09-04 17:58:35.497664,0.0,0.0,0.0,71
2025-09-04 17:59:39.099345,0.0,0.0,0.0,72
2025-09-04 17:59:41.672026,0.0,0.0,0.0,73
2025-09-04 18:00:45.265403,0.0,0.0,0.0,74
2025-09-04 18:00:47.824060,0.0,0.0,0.0,75
2025-09-04 18:01:51.407524,0.0,0.0,0.0,76
2025-09-04 18:01:53.998673,0.0,0.0,0.0,77
2025-09-04 18:03:00.158059,0.0,0.0,0.0,78
2025-09-04 18:04:06.347466,0.0,0.0,0.0,79
2025-09-04 18:05:09.946503,0.0,0.0,0.0,80
2025-09-04 18:05:12.500881,0.0,0.0,0.0,81
2025-09-04 18:06:16.089874,0.0,0.0,0.0,82
2025-09-04 18:06:18.661274,0.0,0.0,0.0,83
2025-09-04 18:07:22.252792,0.0,0.0,0.0,84
2025-09-04 18:07:24.835315,0.0,0.0,0.0,85
2025-09-04 18:08:30.988807,0.0,0.0,0.0,86
2025-09-04 18:09:34.560860,0.0,0.0,0.0,87
2025-09-04 18:09:37.101562,0.0,0.0,0.0,88
2025-09-04 18:10:40.652473,0.0,0.0,0.0,89
2025-09-04 18:10:43.228014,0.0,0.0,0.0,90
2025-09-04 18:11:46.875608,0.0,0.0,0.0,91
2025-09-04 18:11:49.460476,0.0,0.0,0.0,92
2025-09-04 18:12:53.045086,0.0,0.0,0.0,93
2025-09-04 18:12:55.599450,0.0,0.0,0.0,94
2025-09-04 18:14:01.752851,0.0,0.0,0.0,95
2025-09-04 18:15:05.327030,0.0,0.0,0.0,96
2025-09-04 18:15:07.872275,0.0,0.0,0.0,97
2025-09-04 18:16:11.454131,0.0,0.0,0.0,98
2025-09-04 18:16:14.012955,0.0,0.0,0.0,99
2025-09-04 18:17:20.120742,0.0,0.0,0.0,100
2025-09-04 18:18:23.687766,0.0,0.0,0.0,101
2025-09-04 18:18:26.240266,0.0,0.0,0.0,102
2025-09-04 18:19:29.802263,0.0,0.0,0.0,103
2025-09-04 18:19:32.369238,0.0,0.0,0.0,104
2025-09-04 18:20:35.923695,0.0,0.0,0.0,105
2025-09-04 18:20:38.463653,0.0,0.0,0.0,106
2025-09-04 18:21:42.018457,0.0,0.0,0.0,107
2025-09-04 18:21:44.571748,0.0,0.0,0.0,108
2025-09-04 18:22:48.126793,0.0,0.0,0.0,109
2025-09-04 18:22:50.705452,0.0,0.0,0.0,110
2025-09-04 18:23:54.260693,0.0,0.0,0.0,111
2025-09-04 18:23:56.807547,0.0,0.0,0.0,112
2025-09-04 18:25:00.372536,0.0,0.0,0.0,113
2025-09-04 18:25:02.923172,0.0,0.0,0.0,114
2025-09-04 18:26:06.489671,0.0,0.0,0.0,115
2025-09-04 18:26:09.065201,0.0,0.0,0.0,116
2025-09-04 18:27:12.662312,0.0,0.0,0.0,117
2025-09-04 18:27:15.198424,0.0,0.0,0.0,118
2025-09-04 18:28:18.749244,0.0,0.0,0.0,119
2025-09-04 18:28:21.269300,0.0,0.0,0.0,120
2025-09-04 18:29:24.806763,0.0,0.0,0.0,121
2025-09-04 18:29:27.333418,0.0,0.0,0.0,122
2025-09-04 18:30:30.873161,0.0,0.0,0.0,123
2025-09-04 18:30:33.441839,0.0,0.0,0.0,124
2025-09-04 18:31:36.996394,0.0,0.0,0.0,125
2025-09-04 18:31:39.552639,0.0,0.0,0.0,126
2025-09-04 18:32:43.118856,0.0,0.0,0.0,127
2025-09-04 18:32:45.685005,0.0,0.0,0.0,128
2025-09-04 18:33:49.242643,0.0,0.0,0.0,129
2025-09-04 18:33:51.795925,0.0,0.0,0.0,130
2025-09-04 18:34:55.348075,0.0,0.0,0.0,131
2025-09-04 18:34:57.886327,0.0,0.0,0.0,132
2025-09-04 18:36:01.454448,0.0,0.0,0.0,133
2025-09-04 18:36:03.977509,0.0,0.0,0.0,134
2025-09-04 18:37:07.530416,0.0,0.0,0.0,135
2025-09-04 18:37:10.053612,0.0,0.0,0.0,136
2025-09-04 18:38:13.620592,0.0,0.0,0.0,137
2025-09-04 18:38:16.174158,0.0,0.0,0.0,138
2025-09-04 18:39:19.747439,0.0,0.0,0.0,139
2025-09-04 18:39:22.285716,0.0,0.0,0.0,140
2025-09-04 18:40:25.867804,0.0,0.0,0.0,141
2025-09-04 18:40:28.406179,0.0,0.0,0.0,142
2025-09-04 18:41:31.995241,0.0,0.0,0.0,143
2025-09-04 18:41:34.533233,0.0,0.0,0.0,144
2025-09-04 18:42:38.106541,0.0,0.0,0.0,145
2025-09-04 18:42:40.652810,0.0,0.0,0.0,146
2025-09-04 18:43:44.222612,0.0,0.0,0.0,147
2025-09-04 18:43:46.788968,0.0,0.0,0.0,148
2025-09-04 18:44:50.873358,0.0,0.0,0.0,149
2025-09-04 18:44:53.409937,0.0,0.0,0.0,150
