id,symbol,entry_price,exit_price,size,direction,pnl,net_pnl,fees,slippage,roi,position_value,duration,timestamp,entry_time,exit_time
1,UNKNOWN,0.0,3600.0,0.00156993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-07 14:27:18.042884,2025-09-07 14:27:18.042884,2025-09-07 14:27:18.042884
2,UNKNOWN,0.0,1762417.5,0.001,SELL,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-07 14:27:20.594200,2025-09-07 14:27:20.594200,2025-09-07 14:27:20.594200
3,UNKNOWN,0.0,3514.17,0.00156993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-07 14:28:24.153908,2025-09-07 14:28:24.153908,2025-09-07 14:28:24.153908
4,UNKNOWN,0.0,1779041.0,0.001,SELL,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-07 14:28:26.711741,2025-09-07 14:28:26.711741,2025-09-07 14:28:26.711741
5,UNKNOWN,0.0,3450.0,0.00156993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-07 14:29:30.431547,2025-09-07 14:29:30.431547,2025-09-07 14:29:30.431547
6,UNKNOWN,0.0,1787502.4,0.001,SELL,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-07 14:29:32.969909,2025-09-07 14:29:32.969909,2025-09-07 14:29:32.969909
7,UNKNOWN,0.0,3399.84,0.00156993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-07 14:30:35.378509,2025-09-07 14:30:35.378509,2025-09-07 14:30:35.378509
8,UNKNOWN,0.0,1812115.8,0.001,SELL,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-07 14:30:37.923128,2025-09-07 14:30:37.923128,2025-09-07 14:30:37.923128
9,UNKNOWN,0.0,3355.98,0.00156993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-07 14:31:41.460157,2025-09-07 14:31:41.460157,2025-09-07 14:31:41.460157
10,UNKNOWN,0.0,1825759.5,0.001,SELL,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-07 14:31:44.001387,2025-09-07 14:31:44.001387,2025-09-07 14:31:44.001387
11,UNKNOWN,0.0,3295.96,0.00156993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-07 14:32:47.717545,2025-09-07 14:32:47.717545,2025-09-07 14:32:47.717545
12,UNKNOWN,0.0,1836786.7,0.001,SELL,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-07 14:32:50.254421,2025-09-07 14:32:50.254421,2025-09-07 14:32:50.254421
13,UNKNOWN,0.0,3236.66,0.00156993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-07 14:33:53.786826,2025-09-07 14:33:53.786826,2025-09-07 14:33:53.786826
14,UNKNOWN,0.0,1853946.2,0.001,SELL,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-07 14:33:56.319857,2025-09-07 14:33:56.319857,2025-09-07 14:33:56.319857
15,UNKNOWN,0.0,3210.84,0.00156993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-07 14:34:59.873296,2025-09-07 14:34:59.873296,2025-09-07 14:34:59.873296
16,UNKNOWN,0.0,1871502.7,0.001,SELL,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-07 14:35:02.586800,2025-09-07 14:35:02.586800,2025-09-07 14:35:02.586800
17,UNKNOWN,0.0,3214.77,0.00156993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-07 14:36:06.121717,2025-09-07 14:36:06.121717,2025-09-07 14:36:06.121717
18,UNKNOWN,0.0,1888704.3,0.001,SELL,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-07 14:36:08.844567,2025-09-07 14:36:08.844567,2025-09-07 14:36:08.844567
19,UNKNOWN,0.0,3136.14,0.00156993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-07 14:37:12.381249,2025-09-07 14:37:12.381249,2025-09-07 14:37:12.381249
20,UNKNOWN,0.0,1897365.6,0.001,SELL,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-07 14:37:15.095106,2025-09-07 14:37:15.095106,2025-09-07 14:37:15.095106
21,UNKNOWN,0.0,3097.92,0.00156993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-07 14:38:18.628552,2025-09-07 14:38:18.628552,2025-09-07 14:38:18.628552
22,UNKNOWN,0.0,1897365.6,0.001,SELL,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-07 14:38:21.694906,2025-09-07 14:38:21.694906,2025-09-07 14:38:21.694906
23,UNKNOWN,0.0,3059.17,0.00156993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-07 14:39:25.228952,2025-09-07 14:39:25.228952,2025-09-07 14:39:25.228952
24,UNKNOWN,0.0,1897365.6,0.001,SELL,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-07 14:39:28.294948,2025-09-07 14:39:28.294948,2025-09-07 14:39:28.294948
25,UNKNOWN,0.0,3000.0,0.00156993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-07 14:40:32.013696,2025-09-07 14:40:32.013696,2025-09-07 14:40:32.013696
26,UNKNOWN,0.0,1929333.8,0.001,SELL,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-07 14:40:34.907696,2025-09-07 14:40:34.907696,2025-09-07 14:40:34.907696
27,UNKNOWN,0.0,3000.0,0.00156993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-07 14:41:38.441416,2025-09-07 14:41:38.441416,2025-09-07 14:41:38.441416
28,UNKNOWN,0.0,1951529.9,0.001,SELL,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-07 14:41:40.975434,2025-09-07 14:41:40.975434,2025-09-07 14:41:40.975434
29,UNKNOWN,0.0,3000.84,0.00156993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-07 14:42:44.507262,2025-09-07 14:42:44.507262,2025-09-07 14:42:44.507262
30,UNKNOWN,0.0,1951529.9,0.001,SELL,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-07 14:42:47.048035,2025-09-07 14:42:47.048035,2025-09-07 14:42:47.048035
31,UNKNOWN,0.0,3000.0,0.00156993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-07 14:43:50.582408,2025-09-07 14:43:50.582408,2025-09-07 14:43:50.582408
32,UNKNOWN,0.0,1999989.8,0.001,SELL,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-07 14:43:53.121189,2025-09-07 14:43:53.121189,2025-09-07 14:43:53.121189
33,UNKNOWN,0.0,3000.0,0.00156993,BUY,0.0,0.0,0.0,0.0,0,0.0,0 days,2025-09-07 14:44:56.655777,2025-09-07 14:44:56.655777,2025-09-07 14:44:56.655777
